@nItem,prod.NCM,prod.CFOP,prod.cEAN,prod.qCom,prod.uCom,prod.cProd,prod.qTrib,prod.uTrib,prod.vProd,prod.xProd,prod.indTot,prod.vUnCom,prod.vUnTrib,prod.cEANTrib,prod.nItemPed,imposto.PIS.PISNT.CST,imposto.ICMS.ICMS51.CST,imposto.ICMS.ICMS51.vBC,imposto.ICMS.ICMS51.orig,imposto.ICMS.ICMS51.pDif,imposto.ICMS.ICMS51.modBC,imposto.ICMS.ICMS51.pICMS,imposto.ICMS.ICMS51.vICMS,imposto.ICMS.ICMS51.pRedBC,imposto.ICMS.ICMS51.vICMSOp,imposto.ICMS.ICMS51.vICMSDif,imposto.COFINS.COFINSNT.CST,imposto.vTotTrib,id,imposto.ICMS.ICMS40.CST,imposto.ICMS.ICMS40.orig,infAdProd,prod.xPed,prod.rastro.dFab,prod.rastro.dVal,prod.rastro.nLote,prod.rastro.qLote,imposto.IPI.cEnq,imposto.IPI.IPITrib.CST,imposto.IPI.IPITrib.vBC,imposto.IPI.IPITrib.pIPI,imposto.IPI.IPITrib.vIPI,prod.comb.UFCons,prod.comb.descANP,prod.comb.cProdANP,prod.cBenef,imposto.PIS.PISAliq.CST,imposto.PIS.PISAliq.vBC,imposto.PIS.PISAliq.pPIS,imposto.PIS.PISAliq.vPIS,imposto.ICMS.ICMSST.CST,imposto.ICMS.ICMSST.pST,imposto.ICMS.ICMSST.orig,imposto.ICMS.ICMSST.vBCEfet,imposto.ICMS.ICMSST.vBCSTRet,imposto.ICMS.ICMSST.pICMSEfet,imposto.ICMS.ICMSST.vBCSTDest,imposto.ICMS.ICMSST.vICMSEfet,imposto.ICMS.ICMSST.pRedBCEfet,imposto.ICMS.ICMSST.vICMSSTRet,imposto.ICMS.ICMSST.vICMSSTDest,imposto.ICMS.ICMSST.vICMSSubstituto,imposto.COFINS.COFINSAliq.CST,imposto.COFINS.COFINSAliq.vBC,imposto.COFINS.COFINSAliq.pCOFINS,imposto.COFINS.COFINSAliq.vCOFINS,prod.CEST,prod.comb.encerrante.nBico,prod.comb.encerrante.nBomba,prod.comb.encerrante.nTanque,prod.comb.encerrante.vEncFin,prod.comb.encerrante.vEncIni,prod.indEscala,imposto.IPI.IPINT.CST,imposto.PIS.PISOutr.CST,imposto.PIS.PISOutr.vPIS,imposto.PIS.PISOutr.qBCProd,imposto.PIS.PISOutr.vAliqProd,imposto.COFINS.COFINSOutr.CST,imposto.COFINS.COFINSOutr.qBCProd,imposto.COFINS.COFINSOutr.vCOFINS,imposto.COFINS.COFINSOutr.vAliqProd,imposto.ICMS.ICMS60.CST,imposto.ICMS.ICMS60.pST,imposto.ICMS.ICMS60.orig,imposto.ICMS.ICMS60.vBCSTRet,imposto.ICMS.ICMS60.vICMSSTRet,imposto.ICMS.ICMS60.vICMSSubstituto,imposto.ICMS.ICMS40.motDesICMS,imposto.ICMS.ICMS40.vICMSDeson,imposto.PIS.PISOutr.vBC,imposto.PIS.PISOutr.pPIS,imposto.COFINS.COFINSOutr.vBC,imposto.COFINS.COFINSOutr.pCOFINS,imposto.ICMS.ICMS90.CST,imposto.ICMS.ICMS90.vBC,imposto.ICMS.ICMS90.orig,imposto.ICMS.ICMS90.modBC,imposto.ICMS.ICMS90.pICMS,imposto.ICMS.ICMS90.vBCST,imposto.ICMS.ICMS90.vICMS,imposto.ICMS.ICMS90.pFCPST,imposto.ICMS.ICMS90.vFCPST,imposto.ICMS.ICMS90.modBCST,imposto.ICMS.ICMS90.pICMSST,imposto.ICMS.ICMS90.vICMSST,imposto.ICMS.ICMS90.vBCFCPST,imposto.ICMS.ICMS20.CST,imposto.ICMS.ICMS20.vBC,imposto.ICMS.ICMS20.orig,imposto.ICMS.ICMS20.modBC,imposto.ICMS.ICMS20.pICMS,imposto.ICMS.ICMS20.vICMS,imposto.ICMS.ICMS20.pRedBC,prod.rastro,prod.vDesc,prod.EXTIPI,imposto.ICMS.ICMSSN500.pST,imposto.ICMS.ICMSSN500.orig,imposto.ICMS.ICMSSN500.CSOSN,imposto.ICMS.ICMSSN500.vBCSTRet,imposto.ICMS.ICMSSN500.vICMSSTRet,imposto.ICMS.ICMSSN500.vICMSSubstituto,imposto.ICMS.ICMS20.motDesICMS,imposto.ICMS.ICMS20.vICMSDeson,imposto.ICMS.ICMS60.vBCEfet,imposto.ICMS.ICMS60.pICMSEfet,imposto.ICMS.ICMS60.vICMSEfet,imposto.ICMS.ICMS60.pRedBCEfet,imposto.ICMS.ICMS00.CST,imposto.ICMS.ICMS00.vBC,imposto.ICMS.ICMS00.orig,imposto.ICMS.ICMS00.modBC,imposto.ICMS.ICMS00.pICMS,imposto.ICMS.ICMS00.vICMS,imposto.IPI.CNPJProd,imposto.ICMS.ICMS90.pRedBC,impostoDevol.IPI.vIPIDevol,impostoDevol.pDevol,prod.med.vPMC,prod.med.cProdANVISA,prod.med.xMotivoIsencao,imposto.IPI.IPITrib.qUnid,imposto.IPI.IPITrib.vUnid,imposto.ICMS.ICMSSN102.orig,imposto.ICMS.ICMSSN102.CSOSN
1,10059010,5101,SEM GTIN,49810.0000,KG,02,49810.0000,KG,55289.10,MILHO EM GRAOS,1,1.1100000000,1.1100000000,SEM GTIN,,09,51,,0,,,,,,,,09,0.00,74538,,,"SENAR R$ 110,58|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5101,SEM GTIN,48860.0000,KG,02,48860.0000,KG,54234.60,MILHO EM GRAOS,1,1.1100000000,1.1100000000,SEM GTIN,,09,51,,0,,,,,,,,09,0.00,74539,,,"SENAR R$ 108,47|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5101,SEM GTIN,50890.0000,KG,02,50890.0000,KG,56487.90,MILHO EM GRAOS,1,1.1100000000,1.1100000000,SEM GTIN,,09,51,,0,,,,,,,,09,0.00,74540,,,"SENAR R$ 112,98|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31021010,5152,,28.0000,TON,26791,28.0000,TON,116732.00,"UREIA GRANULADA, SUPERIOR A 45%",1,4169.0000000000,4169.0000000000,,,08,,,,,,,,,,,08,,30951,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089191,5152,,160.0000,KG,31940,160.0000,KG,10988.80,ACEFATO FERSOL 750 SP 2X5 KG,1,68.6800000000,68.6800000000,,,08,,,,,,,,,,,08,,30953,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38089329,5152,,120.0000,LT,35582,120.0000,LT,9386.40,DIQUAT CCAB 200 SL 1X20L IMP,1,78.2200000000,78.2200000000,,,08,,,,,,,,,,,08,,30953,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,31055100,5152,,120.0000,LT,35891,120.0000,LT,2640.00,FERTILIZANTE FOLIAR KF ORANGE PLUS T,1,22.0000000000,22.0000000000,,,08,,,,,,,,,,,08,,30953,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089999,5152,,340.0000,LT,510,340.0000,LT,7779.20,IHAROL GOLD BB/20 L,1,22.8800000000,22.8800000000,,,08,,,,,,,,,,,08,,34398,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,84295199,5552,SEM GTIN,1.0000,UN,27083,1.0000,UN,200000.00,PA CARREGADEIRA,1,200000.0000000000,200000.0000000000,SEM GTIN,,08,,,,,,,,,,,08,,34399,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31021010,5152,,28.0000,TON,26791,28.0000,TON,116732.00,"UREIA GRANULADA, SUPERIOR A 45%",1,4169.0000000000,4169.0000000000,,,08,,,,,,,,,,,08,,34405,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31055100,5152,,40.0000,LT,35891,40.0000,LT,880.00,FERTILIZANTE FOLIAR KF ORANGE PLUS T,1,22.0000000000,22.0000000000,,,08,,,,,,,,,,,08,,34406,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31021010,5152,,28.0000,TON,26791,28.0000,TON,116732.00,"UREIA GRANULADA, SUPERIOR A 45%",1,4169.0000000000,4169.0000000000,,,08,,,,,,,,,,,08,,34407,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089199,5152,,100.0000,LT,26772,100.0000,LT,8620.00,KRATON 100 EC 4X5L IMP,1,86.2000000000,86.2000000000,,,08,,,,,,,,,,,08,,56464,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38089199,5152,,100.0000,LT,28066,100.0000,LT,9690.00,TRINCA CAPS 4X5L (CX 20L) IMP,1,96.9000000000,96.9000000000,,,08,,,,,,,,,,,08,,56464,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089191,5152,,160.0000,KG,31940,160.0000,KG,10988.80,ACEFATO FERSOL 750 SP 2X5 KG,1,68.6800000000,68.6800000000,,,08,,,,,,,,,,,08,,56465,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38089329,5152,,200.0000,LT,35582,200.0000,LT,15644.00,DIQUAT CCAB 200 SL 1X20L IMP,1,78.2200000000,78.2200000000,,,08,,,,,,,,,,,08,,56465,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,31055100,5152,,100.0000,LT,35891,100.0000,LT,2200.00,FERTILIZANTE FOLIAR KF ORANGE PLUS T,1,22.0000000000,22.0000000000,,,08,,,,,,,,,,,08,,56465,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089199,5152,SEM GTIN,100.0000,LT,28352,100.0000,LT,9690.00,PIRIPROXIFEM CCAB 10 EC 4X5 IMP,1,96.9000000000,96.9000000000,SEM GTIN,,08,,,,,,,,,,,08,,78716,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31055100,5152,,240.0000,LT,35891,240.0000,LT,4320.00,FERTILIZANTE FOLIAR KF ORANGE PLUS T,1,18.0000000000,18.0000000000,,,08,,,,,,,,,,,08,,78716,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31055100,5152,,100.0000,LT,35891,100.0000,LT,2200.00,FERTILIZANTE FOLIAR KF ORANGE PLUS T,1,22.0000000000,22.0000000000,,,08,,,,,,,,,,,08,,78718,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089329,5152,,120.0000,LT,37182,120.0000,LT,7525.20,CLETODIM CCAB 240 EC 1X20 L IMP,1,62.7100000000,62.7100000000,,,08,,,,,,,,,,,08,,78717,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,84189900,5405,SEM GTIN,1.0,UN,0012039,1.0,UN,120.00,ISOLACAO DIANTEIRA TA(68490605)MERC SUB TRI,1,120.0000000000,120.0000000000,SEM GTIN,0,,,,,,,,,,,,,41.83,34477,,,,,,,,,999,99,0.00,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,0111300,,,,,,S,,99,0.00,,,99,,0.00,,,,,,,,,,0.00,0.0000,0.00,0.0000,,,,,,,,,,,,,,,,,,,,,,,,0.0000,0,500,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5101,SEM GTIN,47570.0000,KG,02,47570.0000,KG,52802.70,MILHO EM GRAOS,1,1.1100000000,1.1100000000,SEM GTIN,,09,51,,0,,,,,,,,09,0.00,74541,,,"SENAR R$ 105,61|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5101,SEM GTIN,49540.0000,KG,02,49540.0000,KG,54989.40,MILHO EM GRAOS,1,1.1100000000,1.1100000000,SEM GTIN,,09,51,,0,,,,,,,,09,0.00,74542,,,"SENAR R$ 109,98|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5101,SEM GTIN,26780.0000,KG,02,26780.0000,KG,29725.80,MILHO EM GRAOS,1,1.1100000000,1.1100000000,SEM GTIN,,09,51,,0,,,,,,,,09,0.00,74543,,,"SENAR R$ 59,45|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5101,SEM GTIN,47290.0000,KG,02,47290.0000,KG,52491.90,MILHO EM GRAOS,1,1.1100000000,1.1100000000,SEM GTIN,,09,51,,0,,,,,,,,09,0.00,74544,,,"SENAR R$ 104,98|",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089199,5152,,300.0000,LT,485,300.0000,LT,50184.00,ENGEO PLENO S 20 LT ONU 3082,1,167.2800000000,167.2800000000,,,08,,,,,,,,,,,08,,34400,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,31055100,5152,,200.0000,LT,35891,200.0000,LT,4400.00,FERTILIZANTE FOLIAR KF ORANGE PLUS T,1,22.0000000000,22.0000000000,,,08,,,,,,,,,,,08,,34401,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38089329,5152,,800.0000,LT,37182,800.0000,LT,50168.00,CLETODIM CCAB 240 EC 1X20 L IMP,1,62.7100000000,62.7100000000,,,08,,,,,,,,,,,08,,34401,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089199,5152,SEM GTIN,360.0000,LT,28352,360.0000,LT,34884.00,PIRIPROXIFEM CCAB 10 EC 4X5 IMP,1,96.9000000000,96.9000000000,SEM GTIN,,08,,,,,,,,,,,08,,34402,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,31055100,5152,,400.0000,LT,35891,400.0000,LT,8800.00,FERTILIZANTE FOLIAR KF ORANGE PLUS T,1,22.0000000000,22.0000000000,,,08,,,,,,,,,,,08,,34402,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089191,5152,,220.0000,KG,31940,220.0000,KG,15109.60,ACEFATO FERSOL 750 SP 2X5 KG,1,68.6800000000,68.6800000000,,,08,,,,,,,,,,,08,,34403,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089329,5152,,100.0000,LT,37182,100.0000,LT,6271.00,CLETODIM CCAB 240 EC 1X20 L IMP,1,62.7100000000,62.7100000000,,,08,,,,,,,,,,,08,,34404,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5118,SEM GTIN,53480.0000,KG,5,53480.0000,KG,55262.65,MILHO EM GRAOS_,1,1.0333330000,1.0333330000,SEM GTIN,,07,,,,,,,,,,,07,16567.74,30968,40,0,,,,,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089199,5201,SEM GTIN,99.0000,KG,906,99.0000,KG,21780.00,BOUVERIZ WP 1 KG,1,220.0000000000,220.0000000000,SEM GTIN,,,,,,,,,,,,,,217.71,30969,,,Valor Aprox. dos Tributos = R$ 217.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0.00,,,49,,0.00,,,,,,,,,,0.00,0.0000,0.00,0.0000,,,,,,,,,,,,,,20,1280.66,0,3,17.0000,217.71,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10059010,5101,SEM GTIN,1.0000,KG,000002,1.0000,KG,11368.05,MILHO EM GRAOS,1,11368.0500000000,11368.0500000000,SEM GTIN,,,51,0.00,0,,3,0.0000,0.00,0.0000,,,,0.00,27499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0.00,,,49,,0.00,,,,,,,,,,0.00,0.0000,0.00,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12092900,5102,7896647102978,1.000,SC,11091,1.00,SC,335.00,SEMENTE BRACH. BRIZ. MARANDU SC 10 KG - ACAMPO,1,335.00,335.00,7896647102985,,,,,,,,,,,,,,102.00,34428,40,0,,,,,,,,,,,,,,,,01,335.00,0.65,2.18,,,,,,,,,,,,,01,335.00,3.00,10.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,84369900,5405,7898215043713,20.000,PC,4597,20.00,PC,58.00,ISOLADOR TIPO W P/ VERGALHAO C/ ROSCA,1,2.90,2.90,7898215040378,,,,,,,,,,,,,,12.39,34429,,,,,,,,,,,,,,,,,,01,54.51,0.65,0.35,,,,,,,,,,,,,01,54.51,3.00,1.64,,,,,,,,,,,,,,,,,60,0.00,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,85369090,5405,7899885102632,2.000,UN,12054,2.00,UN,21.80,CONECTOR P HASTE TERRA 1/2 X 5/8,1,10.90,10.90,7899432209340,,,,,,,,,,,,,,8.27,34429,,,,,,,,,,,,,,,,,,01,20.49,0.65,0.13,,,,,,,,,,,,,01,20.49,3.00,0.61,1200300,,,,,,,,,,,,,,,,60,0.00,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01051190,5102,SEM GTIN,25.000,UN,8578,25.00,UN,187.50,PINTO POSTURA NEGRA,1,7.50,7.50,SEM GTIN,,,,,,,,,,,,,,47.71,34430,,,,,,,,,,,,,,,,,,01,187.50,0.65,1.22,,,,,,,,,,,,,01,187.50,3.00,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,187.50,0,3,17.00,31.88,,,,,,,,,,,
2,23099010,5102,7896803017511,1.000,SC,19676,1.00,SC,142.00,RACAO PRE-INICIAL IMPULSO SC 25KG - SUPRA,1,142.00,142.00,7896803017511,,,,,,,,,,,,,,43.23,34430,40,0,,,,,,,,,,,,,,,,01,142.00,0.65,0.92,,,,,,,,,,,,,01,142.00,3.00,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,82013000,5405,7891117012375,1.000,UN,1935,1.00,UN,85.00,"ENXADA SUL 1,5 C/CABO 130 CM - TRAMONTINA",1,85.00,85.00,7891117012375,,,,,,,,,,,,,,16.19,34430,,,,,,,,,,,,,,,,,,01,85.00,0.65,0.55,,,,,,,,,,,,,01,85.00,3.00,2.55,0800400,,,,,,,,,,,,,,,,60,0.00,0,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089299,5934,SEM GTIN,1140.0000,L,000497,1140.0000,L,306870.38,MITRION (BENZOVINDIFLUPIR/PROTIOCONAZOL),1,269.1845440000,269.1845440000,SEM GTIN,,07,,,,,,,,,,,07,,78789,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,38089299,5934,SEM GTIN,760.0000,L,000585,760.0000,L,126138.11,CYPRESS 400 EC,1,165.9711970000,165.9711970000,SEM GTIN,,07,,,,,,,,,,,07,,78789,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,38089319,5934,SEM GTIN,760.0000,L,000066,760.0000,L,137963.56,ABACUS HC BASF ( EPOXICONAZOL ),1,181.5310000000,181.5310000000,SEM GTIN,,07,,,,,,,,,,,07,,78789,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,38089195,5934,SEM GTIN,630.0000,L,000401,630.0000,L,274474.87,BLAVITY,1,435.6743970000,435.6743970000,SEM GTIN,,07,,,,,,,,,,,07,,78789,41,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089199,5201,SEM GTIN,6.0000,GL,001033,6.0000,GL,12930.00,BIOMEX PLUS,1,2155.0000000000,2155.0000000000,SEM GTIN,,,,,,,,,,,,,,0.00,49768,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0.00,,,49,,0.00,,,,,,,,,,0.00,0.0000,0.00,0.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,38089199,5201,SEM GTIN,6.0000,GL,001033,6.0000,GL,12930.00,BIOMEX PLUS,1,2155.0000000000,2155.0000000000,SEM GTIN,,,,,,,,,,,,,,0.00,49770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,0.00,,,49,,0.00,,,,,,,,,,0.00,0.0000,0.00,0.0000,90,3934.81,0,3,17.0000,0.00,668.92,,,0,0.0000,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0000,,,,,,,,,
1,10059010,5101,SEM GTIN,50000.0000,KG,34,50000.0000,KG,58333.33,MILHO EM GRAOS,1,1.1666666666,1.1666666666,SEM GTIN,,,51,0.00,0,0.0000,3,0.0000,0.00,0.0000,0.00,0.00,,2129.17,54945,,,Valor Aprox. dos Tributos = R$ 2129.17,,,,,,,,,,,,,,,01,58333.33,0.6500,379.17,,,,,,,,,,,,,01,58333.33,3.0000,1750.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
